organism,module,blimmp_mean_confidence,anvio_mean_completeness,category
MIT9313,M00565,0.8290000000000001,0.5,blimmp_only
MIT9313,M00567,0.0,0.0,neither
MIT9313,M00568,0.038,0.0,neither
MIT9313,M00569,0.0,0.0,neither
MIT9313,M00570,0.997,1.0,both
MIT9313,M00572,0.984,1.0,both
MIT9313,M00573,0.342,0.6,neither
MIT9313,M00574,0.0,0.0,neither
MIT9313,M00575,0.122,0.6,neither
MIT9313,M00576,0.0,0.0,neither
MIT9313,M00577,0.7520000000000001,0.8000000000000002,both
MIT9313,M00579,0.261,0.0,neither
MIT9313,M00580,0.295,0.5,neither
MIT9313,M00595,0.002,0.0,neither
MIT9313,M00596,0.03,0.25,neither
MIT9313,M00597,0.151,0.0,neither
MIT9313,M00598,0.0,0.0,neither
MIT9313,M00608,0.0,0.0,neither
MIT9313,M00609,0.284,0.1666666666666666,neither
MIT9313,M00611,0.963,0.9090909090909092,both
MIT9313,M00612,0.525,0.4090909090909091,neither
MIT9313,M00613,0.04800000000000001,0.1153846153846153,neither
MIT9313,M00614,0.008,0.2727272727272727,neither
MIT9313,M00615,0.039,0.25,neither
MIT9313,M00616,0.34800000000000003,0.5,neither
MIT9313,M00617,0.02,0.20000000000000004,neither
MIT9313,M00618,0.027,0.1428571428571428,neither
MIT9313,M00620,0.002,0.0,neither
MIT9313,M00621,0.979,1.0,both
MIT9313,M00622,0.0,0.0,neither
MIT9313,M00623,0.0,0.0,neither
MIT9313,M00624,0.0,0.0,neither
MIT9313,M00625,0.0,0.0,neither
MIT9313,M00627,0.15,0.3333333333333333,neither
MIT9313,M00630,0.0,0.0,neither
MIT9313,M00631,0.024000000000000004,0.0,neither
MIT9313,M00632,0.17299999999999996,0.25,neither
MIT9313,M00633,0.0,0.0,neither
MIT9313,M00636,0.09300000000000001,0.0,neither
MIT9313,M00637,0.001,0.0,neither
MIT9313,M00638,0.0,0.0,neither
MIT9313,M00639,0.001,0.0,neither
MIT9313,M00641,0.002,0.0,neither
MIT9313,M00642,0.014,0.0,neither
MIT9313,M00643,0.0,0.0,neither
MIT9313,M00649,0.0,0.0,neither
MIT9313,M00651,0.0,0.42857142857142855,neither
MIT9313,M00652,0.0,0.0,neither
MIT9313,M00660,0.0,0.0,neither
MIT9313,M00661,0.0,0.0,neither
MIT9313,M00664,0.001,0.0,neither
MIT9313,M00672,0.0,0.0,neither
MIT9313,M00673,0.0,0.0,neither
MIT9313,M00674,0.0,0.0,neither
MIT9313,M00675,0.0,0.0,neither
MIT9313,M00696,0.0,0.1666666666666666,neither
MIT9313,M00697,0.0,0.1666666666666666,neither
MIT9313,M00698,0.011000000000000001,0.0,neither
MIT9313,M00700,0.001,0.0,neither
MIT9313,M00702,0.001,0.0,neither
MIT9313,M00704,0.001,0.0,neither
MIT9313,M00705,0.024000000000000004,0.0,neither
MIT9313,M00714,0.0030000000000000005,0.0,neither
MIT9313,M00718,0.007,0.3333333333333333,neither
MIT9313,M00725,0.0,0.0,neither
MIT9313,M00726,0.09400000000000001,0.0,neither
MIT9313,M00730,0.0,0.0,neither
MIT9313,M00736,0.0,0.0,neither
MIT9313,M00740,0.0030000000000000005,0.1818181818181818,neither
MIT9313,M00741,0.012000000000000002,0.0,neither
MIT9313,M00744,0.002,0.0,neither
MIT9313,M00745,0.016,0.0,neither
MIT9313,M00746,0.0,0.0,neither
MIT9313,M00761,0.09800000000000002,0.20000000000000004,neither
MIT9313,M00763,0.001,0.0,neither
MIT9313,M00769,0.005,0.0,neither
MIT9313,M00773,0.0,0.0,neither
MIT9313,M00774,0.0,0.0,neither
MIT9313,M00775,0.0,0.0,neither
MIT9313,M00776,0.0,0.0,neither
MIT9313,M00777,0.0,0.0,neither
MIT9313,M00778,0.0030000000000000005,0.0,neither
MIT9313,M00779,0.0,0.0,neither
MIT9313,M00780,0.0,0.0,neither
MIT9313,M00781,0.0,0.0,neither
MIT9313,M00782,0.0,0.0,neither
MIT9313,M00783,0.0,0.0,neither
MIT9313,M00784,0.0,0.0,neither
MIT9313,M00785,0.0,0.0,neither
MIT9313,M00786,0.0,0.0,neither
MIT9313,M00787,0.0,0.0,neither
MIT9313,M00788,0.0,0.0,neither
MIT9313,M00789,0.0,0.0,neither
MIT9313,M00790,0.0,0.0,neither
MIT9313,M00793,0.9700000000000001,1.0,both
MIT9313,M00794,0.0,0.0,neither
MIT9313,M00795,0.0,0.0,neither
MIT9313,M00796,0.0,0.0,neither
MIT9313,M00797,0.0,0.0,neither
MIT9313,M00798,0.0,0.0,neither
MIT9313,M00799,0.0,0.0,neither
MIT9313,M00800,0.0,0.0,neither
MIT9313,M00801,0.0,0.0,neither
MIT9313,M00802,0.0,0.0,neither
MIT9313,M00803,0.0,0.0,neither
MIT9313,M00804,0.01,0.0,neither
MIT9313,M00805,0.0,0.0,neither
MIT9313,M00808,0.019,0.0,neither
MIT9313,M00810,0.03,0.0,neither
MIT9313,M00811,0.0,0.0,neither
MIT9313,M00814,0.0,0.0,neither
MIT9313,M00815,0.0,0.0,neither
MIT9313,M00819,0.002,0.0,neither
MIT9313,M00823,0.0,0.0,neither
MIT9313,M00824,0.0,0.0,neither
MIT9313,M00825,0.0,0.0,neither
MIT9313,M00826,0.0,0.0,neither
MIT9313,M00827,0.0,0.0,neither
MIT9313,M00828,0.0,0.0,neither
MIT9313,M00829,0.0,0.0,neither
MIT9313,M00830,0.0,0.0,neither
MIT9313,M00831,0.0,0.0,neither
MIT9313,M00832,0.0,0.0,neither
MIT9313,M00833,0.0,0.0,neither
MIT9313,M00834,0.0,0.0,neither
MIT9313,M00835,0.0,0.0,neither
MIT9313,M00836,0.0,0.0,neither
MIT9313,M00837,0.0,0.0,neither
MIT9313,M00838,0.0,0.0,neither
MIT9313,M00840,0.281,0.1428571428571428,neither
MIT9313,M00841,0.0,0.4000000000000001,neither
MIT9313,M00842,0.0,0.6666666666666666,neither
MIT9313,M00843,0.48100000000000004,0.6666666666666666,neither
MIT9313,M00844,0.988,1.0,both
MIT9313,M00845,0.608,0.5714285714285714,blimmp_only
MIT9313,M00846,0.903,0.9166666666666666,both
MIT9313,M00847,0.0030000000000000005,0.0,neither
MIT9313,M00848,0.0,0.03125,neither
MIT9313,M00849,0.001,0.0625,neither
MIT9313,M00850,0.0,0.0,neither
MIT9313,M00851,0.904,0.0,blimmp_only
MIT9313,M00852,0.0,0.0,neither
MIT9313,M00853,0.03,0.0,neither
MIT9313,M00854,0.964,1.0,both
MIT9313,M00855,0.55,0.75,anvio_only
MIT9313,M00856,0.0,0.0,neither
MIT9313,M00857,0.0,0.0,neither
MIT9313,M00859,0.0,0.0,neither
MIT9313,M00860,0.0,0.0,neither
MIT9313,M00861,0.0,0.0,neither
MIT9313,M00862,0.0,0.0,neither
MIT9313,M00866,0.423,0.4444444444444444,neither
MIT9313,M00867,0.0,0.0,neither
MIT9313,M00868,0.774,0.75,both
MIT9313,M00872,0.0,0.0,neither
MIT9313,M00873,0.0,0.25,neither
MIT9313,M00874,0.0,0.4166666666666667,neither
MIT9313,M00875,0.0,0.0,neither
MIT9313,M00876,0.0030000000000000005,0.0,neither
MIT9313,M00877,0.0,0.0,neither
MIT9313,M00878,0.0,0.0,neither
MIT9313,M00879,0.0,0.0,neither
MIT9313,M00880,0.031,0.0,neither
MIT9313,M00881,0.967,1.0,both
MIT9313,M00882,0.0,0.5,neither
MIT9313,M00883,0.49300000000000005,0.6666666666666666,neither
MIT9313,M00884,0.0,0.5,neither
MIT9313,M00885,0.952,0.4000000000000001,blimmp_only
MIT9313,M00886,0.952,0.3333333333333333,blimmp_only
MIT9313,M00887,0.02,0.0,neither
MIT9313,M00888,0.29,0.5,neither
MIT9313,M00889,0.0,0.0,neither
MIT9313,M00890,0.001,0.0,neither
MIT9313,M00891,0.0,0.0,neither
MIT9313,M00892,0.0,0.25,neither
MIT9313,M00893,0.0,0.0,neither
MIT9313,M00894,0.0,0.0,neither
MIT9313,M00895,0.367,0.6111111111111112,neither
MIT9313,M00896,0.899,0.6,blimmp_only
MIT9313,M00897,0.0,0.20000000000000004,neither
MIT9313,M00898,0.0,0.0,neither
MIT9313,M00899,0.426,0.3333333333333333,neither
MIT9313,M00900,0.0,0.0,neither
MIT9313,M00901,0.0,0.0,neither
MIT9313,M00902,0.0,0.0,neither
MIT9313,M00903,0.0,0.0,neither
MIT9313,M00904,0.0,0.0,neither
MIT9313,M00905,0.0,0.0,neither
MIT9313,M00906,0.01,0.0,neither
MIT9313,M00909,0.993,1.0,both
MIT9313,M00910,0.0,0.0,neither
MIT9313,M00911,0.0,0.3333333333333333,neither
MIT9313,M00912,0.06,0.25,neither
MIT9313,M00913,0.0,0.4000000000000001,neither
MIT9313,M00914,0.023000000000000003,0.2857142857142857,neither
MIT9313,M00915,0.0,0.0,neither
MIT9313,M00916,0.014,0.0,neither
MIT9313,M00917,0.0,0.0,neither
MIT9313,M00918,0.0,0.0,neither
MIT9313,M00919,0.0,0.0,neither
MIT9313,M00921,0.03,0.0,neither
MIT9313,M00922,0.0,0.0,neither
MIT9313,M00923,0.10000000000000002,0.3333333333333333,neither
MIT9313,M00924,0.9700000000000001,0.9166666666666666,both
MIT9313,M00925,0.635,0.7575757575757577,both
MIT9313,M00926,0.8290000000000001,0.7777777777777778,both
MIT9313,M00927,0.0,0.0,neither
MIT9313,M00928,0.0,0.0,neither
MIT9313,M00929,0.0,0.0,neither
MIT9313,M00930,0.026,0.0,neither
MIT9313,M00931,0.011000000000000001,0.0,neither
MIT9313,M00932,0.941,0.6,blimmp_only
MIT9313,M00933,0.0,0.0,neither
MIT9313,M00934,0.0,0.0,neither
MIT9313,M00935,0.0,0.0,neither
MIT9313,M00936,0.0,0.25,neither
MIT9313,M00937,0.0,0.0,neither
MIT9313,M00938,0.7280000000000001,0.6,blimmp_only
MIT9313,M00939,0.024000000000000004,0.0,neither
MIT9313,M00940,0.0,0.0,neither
MIT9313,M00941,0.0,0.0,neither
MIT9313,M00942,0.0,0.0,neither
MIT9313,M00943,0.0,0.0,neither
MIT9313,M00944,0.0,0.0,neither
MIT9313,M00945,0.0,0.0,neither
MIT9313,M00946,0.0,0.0,neither
MIT9313,M00947,0.001,0.0,neither
MIT9313,M00948,0.001,0.0,neither
MIT9313,M00949,0.0,0.0,neither
MIT9313,M00950,0.658,0.75,both
MIT9313,M00951,0.0,0.0,neither
MIT9313,M00952,0.0,0.0,neither
MIT9313,M00953,0.0,0.20000000000000004,neither
MIT9313,M00954,0.0,0.0,neither
MIT9313,M00955,0.0,0.0,neither
MIT9313,M00956,0.0,0.0,neither
MIT9313,M00957,0.001,0.0,neither
MIT9313,M00958,0.518,0.75,anvio_only
MIT9313,M00959,0.286,0.5,neither
MIT9313,M00960,0.0,0.0,neither
MIT9313,M00961,0.0,0.0,neither
MIT9313,M00962,0.0,0.0,neither
MIT9313,M00963,0.0,0.0,neither
MIT9313,M00964,0.0,0.0,neither
MIT9313,M00965,0.0,0.0,neither
MIT9313,M00966,0.0,0.0,neither
MIT9313,M00967,0.0,0.0,neither
MIT9313,M00968,0.09400000000000001,0.3333333333333333,neither
MIT9313,M00969,0.0,0.0,neither
MIT9313,M00970,0.134,0.0,neither
MIT9313,M00971,0.0,0.0,neither
MIT9313,M00972,0.117,0.3333333333333333,neither
MIT9313,M00973,0.004,0.0,neither
MIT9313,M00974,0.0,0.0,neither
MIT9313,M00975,0.281,0.5,neither
MIT9313,M00976,0.0,0.0,neither
MIT9313,M00977,0.0,0.0,neither
MIT9313,M00978,0.855,0.8333333333333334,both
MIT9313,M00979,0.0,0.0,neither
MIT9313,M00980,0.0,0.0,neither
MIT9313,M00981,0.0,0.0,neither
MIT9313,M00982,0.0,0.7142857142857143,neither
MIT9313,M00983,0.0,0.0,neither
MIT9313,M00984,0.0,0.0,neither
MIT9313,M00985,0.0,0.0,neither
MIT9313,M00986,0.0,0.0,neither
MIT9313,M00987,0.0,0.3333333333333333,neither
MIT9313,M00988,0.0,1.0,anvio_only
MIT9313,M00989,0.0,0.5,neither
MIT9313,M00990,0.0,0.0,neither
MIT9313,M00991,0.0,0.0,neither
MIT9313,M00992,0.0,0.0,neither
MIT9313,M00993,0.0,0.0,neither
MIT9313,M00994,0.0,0.0,neither
MIT9313,M00995,0.0,1.0,anvio_only
MIT9313,M00996,0.0,0.25,neither
MIT9313,M00997,0.0,0.6666666666666666,neither
MIT9313,M00998,0.0,0.0,neither
MIT9313,M00999,0.0,1.0,anvio_only
MIT9313,M01000,0.0,0.6666666666666666,neither
MIT9313,M01001,0.0,0.0,neither
MIT9313,M01002,0.0,0.25,neither
MIT9313,M01003,0.0,0.0,neither
MIT9313,M01004,0.0,0.5,neither
MIT9313,M01005,0.0,0.0,neither
MIT9313,M01006,0.0,0.4000000000000001,neither
MIT9313,M01007,0.0,0.3333333333333333,neither
MIT9313,M01008,0.0,0.0,neither
MIT9313,M01009,0.0,0.0,neither
MIT9313,M01010,0.0,0.0,neither
MIT9313,M01011,0.0,0.0,neither
MIT9313,M01012,0.0,0.0,neither
MIT9313,M01013,0.0,0.0,neither
MIT9313,M01014,0.0,0.5,neither
MIT9313,M01015,0.0,0.3333333333333333,neither
MIT9313,M01016,0.0,0.0,neither
MIT9313,M01017,0.0,0.0,neither
MIT9313,M01018,0.0,0.0,neither
MIT9313,M01019,0.0,0.0,neither
MIT9313,M01020,0.0,0.0,neither
MIT9313,M01021,0.0,0.0,neither
MIT9313,M01022,0.0,0.75,anvio_only
MIT9313,M01023,0.0,0.4000000000000001,neither
MIT9313,M01024,0.0,0.4000000000000001,neither
MIT9313,M01025,0.0,0.5,neither
MIT9313,M01026,0.0,0.5,neither
MIT9313,M01027,0.0,0.5,neither
MIT9313,M01028,0.0,0.0,neither
MIT9313,M01029,0.0,0.0,neither
MIT9313,M01030,0.0,0.0,neither
MIT9313,M01031,0.0,0.0,neither
MIT9313,M01032,0.0,0.0,neither
MIT9313,M01033,0.0,0.0,neither
MIT9313,M01034,0.0,0.0,neither
MIT9313,M01035,0.0,0.0,neither
MIT9313,M01036,0.0,0.0,neither
MIT9313,M01037,0.0,0.0,neither
MIT9313,M01038,0.0,0.0,neither
MIT9313,M01039,0.0,0.0,neither
MIT9313,M01040,0.0,0.25,neither
MIT9313,M01041,0.0,0.0,neither
MIT9313,M01042,0.0,0.0,neither
MIT9313,M01043,0.0,0.20000000000000004,neither
MIT9313,M01044,0.0,0.0,neither
MIT9313,M01045,0.0,1.0,anvio_only
MIT9313,M01046,0.0,0.0,neither
MIT9313,M01047,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00001,0.997,0.9,both
Pseudomonas_fluorescens_SBW25,M00002,0.999,1.0,both
Pseudomonas_fluorescens_SBW25,M00003,0.9979999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00004,0.9940000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00005,1.0,1.0,both
Pseudomonas_fluorescens_SBW25,M00006,0.971,1.0,both
Pseudomonas_fluorescens_SBW25,M00007,0.9979999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00008,0.9780000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00009,0.9940000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00010,0.9540000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00011,0.985,1.0,both
Pseudomonas_fluorescens_SBW25,M00012,0.8000000000000002,0.8000000000000002,both
Pseudomonas_fluorescens_SBW25,M00013,0.0,0.6,neither
Pseudomonas_fluorescens_SBW25,M00014,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00015,0.9780000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00016,0.999,1.0,both
Pseudomonas_fluorescens_SBW25,M00017,0.995,1.0,both
Pseudomonas_fluorescens_SBW25,M00018,0.9979999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00019,0.996,1.0,both
Pseudomonas_fluorescens_SBW25,M00020,0.971,1.0,both
Pseudomonas_fluorescens_SBW25,M00021,0.9739999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00022,0.993,1.0,both
Pseudomonas_fluorescens_SBW25,M00023,0.9700000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00024,0.9380000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00025,0.9369999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00026,0.876,0.8888888888888888,both
Pseudomonas_fluorescens_SBW25,M00027,0.49300000000000005,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00028,0.9899999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00029,0.0,0.8000000000000002,anvio_only
Pseudomonas_fluorescens_SBW25,M00030,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00031,0.045000000000000005,0.0,neither
Pseudomonas_fluorescens_SBW25,M00032,0.0,0.2777777777777777,neither
Pseudomonas_fluorescens_SBW25,M00033,0.361,0.6,neither
Pseudomonas_fluorescens_SBW25,M00034,0.68,0.625,blimmp_only
Pseudomonas_fluorescens_SBW25,M00035,0.973,1.0,both
Pseudomonas_fluorescens_SBW25,M00036,0.975,1.0,both
Pseudomonas_fluorescens_SBW25,M00037,0.0,0.25,neither
Pseudomonas_fluorescens_SBW25,M00038,0.262,0.42857142857142855,neither
Pseudomonas_fluorescens_SBW25,M00039,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00040,0.939,1.0,both
Pseudomonas_fluorescens_SBW25,M00042,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00043,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00044,0.971,1.0,both
Pseudomonas_fluorescens_SBW25,M00045,0.977,1.0,both
Pseudomonas_fluorescens_SBW25,M00046,0.943,1.0,both
Pseudomonas_fluorescens_SBW25,M00047,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00048,1.0,1.0,both
Pseudomonas_fluorescens_SBW25,M00049,0.999,1.0,both
Pseudomonas_fluorescens_SBW25,M00050,0.999,1.0,both
Pseudomonas_fluorescens_SBW25,M00051,0.506,0.9166666666666666,anvio_only
Pseudomonas_fluorescens_SBW25,M00052,0.988,1.0,both
Pseudomonas_fluorescens_SBW25,M00053,0.9620000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00055,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00056,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00057,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00058,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00059,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00060,0.947,0.8888888888888888,both
Pseudomonas_fluorescens_SBW25,M00061,0.143,0.4000000000000001,neither
Pseudomonas_fluorescens_SBW25,M00063,0.981,1.0,both
Pseudomonas_fluorescens_SBW25,M00064,0.775,0.8000000000000002,both
Pseudomonas_fluorescens_SBW25,M00065,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00066,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00067,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00068,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00069,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00070,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00071,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00072,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00073,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00074,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00075,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00076,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00077,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00078,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00079,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00081,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00082,0.96,1.0,both
Pseudomonas_fluorescens_SBW25,M00083,0.9819999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00085,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00086,0.96,1.0,both
Pseudomonas_fluorescens_SBW25,M00087,0.951,1.0,both
Pseudomonas_fluorescens_SBW25,M00088,0.904,0.6,blimmp_only
Pseudomonas_fluorescens_SBW25,M00089,0.0,0.25,neither
Pseudomonas_fluorescens_SBW25,M00090,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00091,0.03,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M00092,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00093,0.976,1.0,both
Pseudomonas_fluorescens_SBW25,M00094,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00095,0.02,0.2857142857142857,neither
Pseudomonas_fluorescens_SBW25,M00096,0.959,1.0,both
Pseudomonas_fluorescens_SBW25,M00097,0.417,0.0,neither
Pseudomonas_fluorescens_SBW25,M00098,0.924,0.5,blimmp_only
Pseudomonas_fluorescens_SBW25,M00099,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00100,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00101,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00102,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00103,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00104,0.0,0.0833333333333333,neither
Pseudomonas_fluorescens_SBW25,M00106,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00107,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00108,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00109,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00110,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00112,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00113,0.0,0.1111111111111111,neither
Pseudomonas_fluorescens_SBW25,M00114,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00115,0.989,1.0,both
Pseudomonas_fluorescens_SBW25,M00116,0.01,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00117,0.988,1.0,both
Pseudomonas_fluorescens_SBW25,M00118,0.949,1.0,both
Pseudomonas_fluorescens_SBW25,M00119,0.9460000000000001,0.8000000000000002,both
Pseudomonas_fluorescens_SBW25,M00120,0.993,1.0,both
Pseudomonas_fluorescens_SBW25,M00121,0.999,1.0,both
Pseudomonas_fluorescens_SBW25,M00122,0.951,1.0,both
Pseudomonas_fluorescens_SBW25,M00123,0.956,1.0,both
Pseudomonas_fluorescens_SBW25,M00124,0.977,1.0,both
Pseudomonas_fluorescens_SBW25,M00125,0.948,1.0,both
Pseudomonas_fluorescens_SBW25,M00126,0.9940000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00127,0.908,0.8125,both
Pseudomonas_fluorescens_SBW25,M00128,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00129,0.0,0.42857142857142855,neither
Pseudomonas_fluorescens_SBW25,M00130,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00131,0.0,0.25,neither
Pseudomonas_fluorescens_SBW25,M00132,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00133,0.928,0.5,blimmp_only
Pseudomonas_fluorescens_SBW25,M00134,0.332,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M00135,0.935,0.5,blimmp_only
Pseudomonas_fluorescens_SBW25,M00136,0.619,0.5,blimmp_only
Pseudomonas_fluorescens_SBW25,M00137,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00138,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00140,0.573,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00141,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00142,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00143,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00144,0.914,1.0,both
Pseudomonas_fluorescens_SBW25,M00145,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00146,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00147,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00148,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00149,0.936,1.0,both
Pseudomonas_fluorescens_SBW25,M00150,0.004,0.0,neither
Pseudomonas_fluorescens_SBW25,M00151,0.947,1.0,both
Pseudomonas_fluorescens_SBW25,M00152,0.0,0.3,neither
Pseudomonas_fluorescens_SBW25,M00153,0.024000000000000004,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00154,0.0,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00155,0.931,1.0,both
Pseudomonas_fluorescens_SBW25,M00156,0.923,1.0,both
Pseudomonas_fluorescens_SBW25,M00157,0.941,1.0,both
Pseudomonas_fluorescens_SBW25,M00158,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00159,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00160,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00161,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00162,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00163,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00165,0.864,0.7272727272727272,blimmp_only
Pseudomonas_fluorescens_SBW25,M00168,0.38400000000000006,0.5,neither
Pseudomonas_fluorescens_SBW25,M00169,0.36400000000000005,0.5,neither
Pseudomonas_fluorescens_SBW25,M00170,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00171,0.0,0.1428571428571428,neither
Pseudomonas_fluorescens_SBW25,M00172,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00173,0.289,0.6363636363636364,neither
Pseudomonas_fluorescens_SBW25,M00174,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00175,0.002,0.0,neither
Pseudomonas_fluorescens_SBW25,M00176,0.948,1.0,both
Pseudomonas_fluorescens_SBW25,M00307,0.96,1.0,both
Pseudomonas_fluorescens_SBW25,M00308,0.672,0.8000000000000002,both
Pseudomonas_fluorescens_SBW25,M00309,0.09400000000000001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00338,0.924,1.0,both
Pseudomonas_fluorescens_SBW25,M00344,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00345,0.827,0.3333333333333333,blimmp_only
Pseudomonas_fluorescens_SBW25,M00346,0.262,0.5555555555555556,neither
Pseudomonas_fluorescens_SBW25,M00356,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00357,0.01,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00358,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00363,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00364,0.36999999999999994,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M00365,0.014,0.5,neither
Pseudomonas_fluorescens_SBW25,M00366,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00367,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00368,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00369,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00370,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00371,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00372,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00373,0.001,0.1666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00374,0.129,0.4230769230769231,neither
Pseudomonas_fluorescens_SBW25,M00375,0.008,0.1428571428571428,neither
